resources,cache_last_updated,cache_url,created,description,format,hash,id,last_modified,mimetype,mimetype_inner,name,package_id,position,resource_type,revision_id,size,state,url,url_type,webstore_last_updated,webstore_url,dpe:portal,dpe:tags,dpe:themes,dpe:organisation.approval_status,dpe:organisation.created,dpe:organisation.description,dpe:organisation.id,dpe:organisation.image_url,dpe:organisation.is_organization,dpe:organisation.name,dpe:organisation.revision_id,dpe:organisation.state,dpe:organisation.title,dpe:organisation.type
506,,,2020-01-20T08:30:41.713Z,,pdf,021bd00e25c60ce9d47f9bcac85ade9a,3aeb1ff3-e0a7-4bbd-9dbe-851168db19a1,,,,Final Data Analysis Report.pdf,655eb956-3328-46a1-9938-636a9aa32598,5,,,823757,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/low-emissions-project-diesel-vehicle-baseline/2020-01-20T08%3A30%3A39/Final%20Data%20Analysis%20Report.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Transport', 'id': 'b35ef9b1-8875-4f7b-8aca-8373cff77d17', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A32.31/transport.png', 'name': 'transport', 'title': 'Transport'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
507,,,2016-12-01T11:47:12.082Z,,pdf,00e65fd722e330cd60e0498d57e39690,62d6607d-5c83-4f8f-9524-9c7d2e2ef31d,,,,London's Economic Outlook: Spring 2012 pdf,9b16ee6c-4275-4de4-9c0b-d9803dfeb191,30,,,1109027,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/medium-term-economic-forecast/2016-12-01T11%3A47%3A08/leo-20.pdf,,,,data.london.gov.uk,"economic-forecast, household-expenditure, household-income, employment, leo, output, economy","[{'description': '', 'display_name': 'Business and Economy', 'id': '737cc837-707b-42a9-8f58-c70f35a8eb28', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A08.31/business-and-economy.png', 'name': 'business-and-economy', 'title': 'Business and Economy'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
508,,,2020-01-07T11:55:45.339Z,,spreadsheet,700d838b31a66296908f2386c013f958,c3ecab2b-5acf-4124-8dd5-fb4ae7c016e5,,,,tfl-tube-performance.xls,3e9e5e28-d651-4a1b-af39-0fbef4b61bec,0,,,80369,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/london-underground-performance-reports/2020-01-07T11%3A55%3A43/tfl-tube-performance.xlsx,,,,data.london.gov.uk,"performance, trains, london-undergound, lu, tube-stations, tube, reporting, almanac, underground, entries, usage, exits, metro, subway, counts, reliability, delays, transport","[{'description': '', 'display_name': 'Business and Economy', 'id': '737cc837-707b-42a9-8f58-c70f35a8eb28', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A08.31/business-and-economy.png', 'name': 'business-and-economy', 'title': 'Business and Economy'}, {'description': '', 'display_name': 'Transparency', 'id': '1d5852ed-0315-4472-927a-3d1bdaa4f630', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A24.62/transparency.png', 'name': 'transparency', 'title': 'Transparency'}, {'description': '', 'display_name': 'Transport', 'id': 'b35ef9b1-8875-4f7b-8aca-8373cff77d17', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A32.31/transport.png', 'name': 'transport', 'title': 'Transport'}]",approved,2014-10-01T12:57:32.404Z,"Transport for London (TfL) is a local government body responsible for most aspects of the transport system in Greater London. Its role is to implement the transport strategy and to manage transport services across London. TFL have responsibility for London Underground, London Rail, and Surface Transport.",9a1c2a36-e5b8-459e-840a-7835f925e06c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A57%3A41.14/tfl.png,True,tfl,,active,Transport for London (TfL),organization
509,,,2019-03-27T20:14:02.234Z,,pdf,8941ad31e42191c274bb2f5d7faae6a0,0b9db473-db25-4026-95f5-1f416fb7ca66,,,,"Pentavia, Mill Hill - Energy Statement.pdf",51f40cf8-4b52-4923-bd1b-cc4832af0026,28,,,12921306,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T20%3A13%3A57/Pentavia%2C%20Mill%20Hill%20-%20Energy%20Statement.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
510,,,2019-11-27T12:18:33.810Z,,csv,6bb4d692271cea043c321846a015f90e,22f52b1c-2939-4d3a-9ddd-9d2a361b2ffe,,,,GCSE Results by Free School Meal Eligibility (CSV Version),db32884d-7347-4385-8ada-de8379a16c62,7,,,93979,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/gcse-results-by-borough/2019-11-27T12%3A18%3A32/gcse-results-fsm.csv,,,,data.london.gov.uk,"gcse, results, fsm, free-school-meals, meals, free, ethnicity, ethnic, language, english, maths, mathematics, attainment 8, progress 8, economic-fairness","[{'description': '', 'display_name': 'Education', 'id': '2c4d2275-67a6-401b-89ca-4ed62556b901', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A45%3A02.46/education.png', 'name': 'education', 'title': 'Education'}, {'description': '', 'display_name': 'Young People', 'id': 'c16c3149-16d2-435f-a326-8eb3a613dadf', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A42.12/young-people.png', 'name': 'young-people', 'title': 'Young People'}]",approved,2014-10-01T12:57:25.855Z,"The Department for Education (DfE) is a department of the UK government responsible for issues affecting people in England up to the age of 19, including child protection and education. DfE is directly responsible for state schools in England.",f1e2d47c-3d52-4413-b376-ba05a0d00bfa,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A47%3A15.18/department-for-education.png,True,department-for-education,,active,Department for Education,organization
511,,,2019-11-14T16:42:24.312Z,,pdf,d421afd22252e02b34ec0776a4c46c7f,7fe05775-176d-4f2e-baa8-8d5916646e65,,,,WCR B2-A-Commercial (Be Green)_brukl.pdf,94401e9a-7ef7-495d-96a7-6b22e7226dac,11,,,336688,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/100-west-cromwell-road-consultation-documents/2019-11-14T16%3A42%3A21/WCR%20B2-A-Commercial%20%28Be%20Green%29_brukl.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
512,,,2020-01-21T10:16:55.584Z,,spreadsheet,878d7b59cf0e4836d6f0df2f53d24153,99b1ac14-c769-46a3-aa8d-a42be3c2c044,,,,WholeOfService Report by finyear.xls,e87a443b-4ca5-436b-9095-122648145bb1,1,,,83968,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/london-fire-brigade---whole-of-service-incident-summary-report/2020-01-21T10%3A16%3A53/WholeOfService%20Report%20by%20finyear.xls,,,,data.london.gov.uk,"Fire, Incidents, Summary, LFB London Fire Brigade","[{'description': '', 'display_name': 'Crime and Community Safety', 'id': '45f26a78-96f6-44e0-846f-701c623f0efd', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A48.01/crime-and-community-safety.png', 'name': 'crime-and-community-safety', 'title': 'Crime and Community Safety'}, {'description': '', 'display_name': 'Transparency', 'id': '1d5852ed-0315-4472-927a-3d1bdaa4f630', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A24.62/transparency.png', 'name': 'transparency', 'title': 'Transparency'}]",approved,2014-10-01T12:57:29.029Z,,ed9dfa59-ec53-443f-a843-15b216b65288,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A52%3A26.80/lfb.png,True,lfb,,active,London Fire Brigade,organization
513,,,2019-03-27T20:03:50.842Z,,pdf,1a77e1300428a311fad2d90909cec81e,9344e176-b642-4037-81d2-1850f916c302,,,,A_44032_MH - A50-00-32 - TYPICAL 3 BEDROOM APARTMENT_C.01.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,82,,,893886,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T20%3A03%3A45/A_44032_MH%20-%20A50-00-32%20-%20TYPICAL%203%20BEDROOM%20APARTMENT_C.01.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
514,,,2015-12-29T10:37:46.999Z,,csv,313d2d5fb773f528222efd7d21c0951a,b931e8f7-65b2-45c8-8030-c4c7c51e6017,,,,Senior LFEPA staff information - December 2015,340d83c2-8080-4a54-b87f-0a3862c1a7ab,5,,,10963,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/senior-lfepa-staff-information-2015/2015-12-29T10%3A37%3A42/Senior%20LFEPA%20staff%20information%20-%20December%202015.csv,,,,data.london.gov.uk,"fire, pay, salary, senior-staff, lfb","[{'description': '', 'display_name': 'Transparency', 'id': '1d5852ed-0315-4472-927a-3d1bdaa4f630', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A24.62/transparency.png', 'name': 'transparency', 'title': 'Transparency'}, {'description': '', 'display_name': 'Crime and Community Safety', 'id': '45f26a78-96f6-44e0-846f-701c623f0efd', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A48.01/crime-and-community-safety.png', 'name': 'crime-and-community-safety', 'title': 'Crime and Community Safety'}]",approved,2014-10-01T12:57:29.029Z,,ed9dfa59-ec53-443f-a843-15b216b65288,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A52%3A26.80/lfb.png,True,lfb,,active,London Fire Brigade,organization
515,,,2015-10-11T14:30:09.704Z,,csv,f926dbcfbe1916c35a265768d24b57a8,e60d0881-8695-44fa-b7be-0445d282b942,,,,LFEPA purchase orders £5K-£10K 2014/15 - Q4 January to March 2015,0801f885-03e0-4a2d-9dbd-cf46f4050ee5,19,,,95836,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/lfepa-procurement-information-purchase-order-f5-000-to-f10-000/2018-11-15T12%3A00%3A00/Orders%20between%205K%20and%2010K%20PF%201%20December%202014%20to%2031%20March%202015.csv,,,,data.london.gov.uk,"LFB London Fire Brigade, LFB, contracts, tenders, spending","[{'description': '', 'display_name': 'Crime and Community Safety', 'id': '45f26a78-96f6-44e0-846f-701c623f0efd', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A48.01/crime-and-community-safety.png', 'name': 'crime-and-community-safety', 'title': 'Crime and Community Safety'}, {'description': '', 'display_name': 'Transparency', 'id': '1d5852ed-0315-4472-927a-3d1bdaa4f630', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A24.62/transparency.png', 'name': 'transparency', 'title': 'Transparency'}]",approved,2014-10-01T12:57:29.029Z,,ed9dfa59-ec53-443f-a843-15b216b65288,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A52%3A26.80/lfb.png,True,lfb,,active,London Fire Brigade,organization
516,,,2019-03-27T19:44:48.427Z,,pdf,1acfa13b8c0fcfeb3ba3e363d4cff385,99ee2bf2-8c68-444a-88cd-fa461aea6169,,,,Appendix 8.2_Part12.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,183,,,24000415,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A44%3A37/Appendix%208.2_Part12.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
517,,,2019-03-27T19:42:23.579Z,,pdf,ff961e7d765208ceb2552aa8fc236d83,8348b9c5-8f73-43fd-98ae-e256b1330753,,,,Appendix 8.2_Part1.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,194,,,24802231,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A42%3A15/Appendix%208.2_Part1.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
518,,,2019-11-28T10:10:40.147Z,,spreadsheet,707f79a7b659c751f92e1419e36dfee9,c51e1f30-7703-4535-a71b-073fabb368fe,,,,income-inequality.xls,4fe21074-2097-427d-8ad8-3c8de1bda1cc,0,,,13770,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/income-inequality/2019-11-28T10%3A10%3A38/income-inequality.xlsx,,,,data.london.gov.uk,economic-fairness,"[{'description': '', 'display_name': 'Business and Economy', 'id': '737cc837-707b-42a9-8f58-c70f35a8eb28', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A08.31/business-and-economy.png', 'name': 'business-and-economy', 'title': 'Business and Economy'}, {'description': '', 'display_name': 'Income, Poverty and Welfare', 'id': '2b08e7dd-8abe-4e10-96e0-899d344639fd', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A45%3A49.31/income-poverty-welfare.png', 'name': 'income-poverty-welfare', 'title': 'Income, Poverty and Welfare'}]",approved,2014-10-01T12:57:26.282Z,"The Department for Work and Pensions (DWP) is the largest government department in the United Kingdom. The Department for Work and Pensions (DWP) is responsible for welfare, pensions and child maintenance policy. As the UK’s biggest public service department it administers the State Pension and a range of working age, disability and ill health benefits.",0b8c2363-5766-42fb-9191-1f1f6dd0c74d,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A11.97/dwp.png,True,dwp,,active,Department for Work and Pensions,organization
519,,,2019-03-27T20:14:49.531Z,,pdf,16d54100d348bd224db9ddc3b3901bca,7a011647-60ef-4bc3-8ee6-5599219cb5bc,,,,BS5837 - Mill Hill - Arbtech AIA 03 - 28-02-19-Sheet 1 (A0).pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,25,,,7593716,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T20%3A14%3A43/BS5837%20-%20Mill%20Hill%20-%20Arbtech%20AIA%2003%20-%2028-02-19-Sheet%201%20%28A0%29.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
520,,,2019-12-17T15:23:19.699Z,,pdf,9755efbc135c143cb3b6fc8ebd1eed05,a2db64f3-bc1c-46e5-bf40-17e826f68905,,,,TAW_OAPF_MayorsReport_Signed_16122019.pdf,16fbfd9d-8330-46db-a37c-ac2196d0993e,5,,,341458,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/thamesmead-and-abbey-wood-opportunity-area-documents/2019-12-17T15%3A23%3A17/TAW_OAPF_MayorsReport_Signed_16122019.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
521,,,2015-10-11T16:30:15.311Z,,spreadsheet,07808763ca2ac88305710e12a6da396f,5f9e1b80-25be-4882-8c2b-0bb6b11f4de0,,,,London's Economic Outlook: Autumn 2014 xls,9b16ee6c-4275-4de4-9c0b-d9803dfeb191,21,,,34304,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/londons-economic-outlook-forecast/2018-11-15T12%3A00%3A00/gla-london-economic-outlook-2014-11.xls,,,,data.london.gov.uk,"economic-forecast, household-expenditure, household-income, employment, leo, output, economy","[{'description': '', 'display_name': 'Business and Economy', 'id': '737cc837-707b-42a9-8f58-c70f35a8eb28', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A08.31/business-and-economy.png', 'name': 'business-and-economy', 'title': 'Business and Economy'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
522,,,2019-04-30T10:28:19.345Z,,spreadsheet,4aa9946a46f26778fec6e8f4976bc49f,727e768a-a8fe-4c06-bfa3-ac61930bfa78,,,,MPS Use of Force - FY18-19.xlsx,f69cadfd-d3be-4f19-b488-1bafbd409e2b,1,,,36663125,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/use-of-force/2019-04-30T10%3A31%3A40/MPS%20Use%20of%20Force%20-%20FY18-19.xlsx,,,,data.london.gov.uk,"Force, Taser, CED, Use of Force, UoF, injury, Public Order","[{'description': '', 'display_name': 'Crime and Community Safety', 'id': '45f26a78-96f6-44e0-846f-701c623f0efd', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A48.01/crime-and-community-safety.png', 'name': 'crime-and-community-safety', 'title': 'Crime and Community Safety'}]",approved,2014-10-01T12:57:30.026Z,,db7940dd-ee1a-4a68-b874-c34151e16e82,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A53%3A38.77/mps.png,True,mps,,active,Metropolitan Police Service,organization
523,,,2019-03-13T13:54:01.543Z,<p>Visit the Cultural Infrastructure Mapping tool</p>,wms,645de224bd3d41:0,de568cef-93d4-47b7-b652-0b048c53729e,,,,index.html,73db1f23-e7cd-4e90-aeb2-c9402296a307,3,,,2052,active,https://maps.london.gov.uk/cim/index.html,,,,data.london.gov.uk,"culture, theatre, music , galleries, museums, pubs, communiy centres, dance, art, arts","[{'description': '', 'display_name': 'Business and Economy', 'id': '737cc837-707b-42a9-8f58-c70f35a8eb28', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A08.31/business-and-economy.png', 'name': 'business-and-economy', 'title': 'Business and Economy'}, {'description': ""Datasets about London's facilities including museums and galleries."", 'display_name': 'Art and Culture', 'id': '66a92e74-4325-4b62-a0eb-5d851d43a90b', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A00.37/art-and-culture.png', 'name': 'art-and-culture', 'title': 'Art and Culture'}, {'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
524,,,2019-03-27T20:10:16.224Z,,pdf,1be6cfde72043bc993a4b651a5701b37,83e836b2-4125-4f18-af66-ddb34160da12,,,,Pentavia Mill Hill_Design and Access Statement_Appendix_Part10.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,44,,,5006927,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T20%3A10%3A11/Pentavia%20Mill%20Hill_Design%20and%20Access%20Statement_Appendix_Part10.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
